Trace,Date and Time,Trx Branch Code,Teller ID,Trx Code,Trx Reference Number,Company CMS Code,Destination Cyc,Amount,Customer Code,Invoice/Bill Number,Statement Ref No
201102092350,02-nov-2020 09:23:50,1,hub000102,O9_HUB01,201102000000011610,863,MMK,1000,-,-,1|hub000102|201102000000011610|O9_HUB01|863|02112020092350|MMK1000|-|-
4824,28-nov-2020 17:56:03,2,1743,O9_HUB05,201128000000016473,863,MMK,100,,,2|1743|201128000000016473|O9_HUB05|863|28112020175603|MMK100||
4827,28-nov-2020 17:56:03,2,1743,O9_HUB05,201128000000016476,863,MMK,100,,,2|1743|201128000000016476|O9_HUB05|863|28112020175603|MMK100||
4829,28-nov-2020 17:56:06,2,1743,O9_HUB05,201128000000016478,863,MMK,100,,,2|1743|201128000000016478|O9_HUB05|863|28112020175606|MMK100||
4834,28-nov-2020 17:56:08,2,1743,O9_HUB05,201128000000016483,863,MMK,100,,,2|1743|201128000000016483|O9_HUB05|863|28112020175608|MMK100||
4837,28-nov-2020 17:56:10,2,1743,O9_HUB05,201128000000016487,863,MMK,100,,,2|1743|201128000000016487|O9_HUB05|863|28112020175610|MMK100||
4841,28-nov-2020 17:56:13,2,1743,O9_HUB05,201128000000016490,863,MMK,100,,,2|1743|201128000000016490|O9_HUB05|863|28112020175613|MMK100||
4842,28-nov-2020 17:56:14,2,1743,O9_HUB05,201128000000016491,863,MMK,100,,,2|1743|201128000000016491|O9_HUB05|863|28112020175614|MMK100||
4844,28-nov-2020 17:56:26,2,1743,O9_HUB05,201128000000016493,863,MMK,100,,,2|1743|201128000000016493|O9_HUB05|863|28112020175626|MMK100||
4850,28-nov-2020 17:56:28,2,1743,O9_HUB05,201128000000016499,863,MMK,100,,,2|1743|201128000000016499|O9_HUB05|863|28112020175628|MMK100||
4854,28-nov-2020 17:56:31,2,1743,O9_HUB05,201128000000016504,863,MMK,100,,,2|1743|201128000000016504|O9_HUB05|863|28112020175631|MMK100||
4856,28-nov-2020 17:56:34,2,1743,O9_HUB05,201128000000016505,863,MMK,100,,,2|1743|201128000000016505|O9_HUB05|863|28112020175634|MMK100||
4858,28-nov-2020 17:56:37,2,1743,O9_HUB05,201128000000016507,863,MMK,100,,,2|1743|201128000000016507|O9_HUB05|863|28112020175637|MMK100||
4859,28-nov-2020 17:56:43,2,1743,O9_HUB05,201128000000016508,863,MMK,100,,,2|1743|201128000000016508|O9_HUB05|863|28112020175643|MMK100||
4863,28-nov-2020 17:56:43,2,1743,O9_HUB05,201128000000016511,863,MMK,100,,,2|1743|201128000000016511|O9_HUB05|863|28112020175643|MMK100||
4865,28-nov-2020 17:56:44,2,1743,O9_HUB05,201128000000016514,863,MMK,100,,,2|1743|201128000000016514|O9_HUB05|863|28112020175644|MMK100||
4869,28-nov-2020 17:56:46,2,1743,O9_HUB05,201128000000016518,863,MMK,100,,,2|1743|201128000000016518|O9_HUB05|863|28112020175646|MMK100||
4870,28-nov-2020 17:56:46,2,1743,O9_HUB05,201128000000016519,863,MMK,100,,,2|1743|201128000000016519|O9_HUB05|863|28112020175646|MMK100||
4872,28-nov-2020 17:56:55,2,1743,O9_HUB05,201128000000016521,863,MMK,100,,,2|1743|201128000000016521|O9_HUB05|863|28112020175655|MMK100||
4878,28-nov-2020 17:56:58,2,1743,O9_HUB05,201128000000016527,863,MMK,100,,,2|1743|201128000000016527|O9_HUB05|863|28112020175658|MMK100||
4881,28-nov-2020 17:57:01,2,1743,O9_HUB05,201128000000016530,863,MMK,100,,,2|1743|201128000000016530|O9_HUB05|863|28112020175701|MMK100||
4884,28-nov-2020 17:57:07,2,1743,O9_HUB05,201128000000016533,863,MMK,100,,,2|1743|201128000000016533|O9_HUB05|863|28112020175707|MMK100||
4889,28-nov-2020 17:57:16,2,1743,O9_HUB05,201128000000016538,863,MMK,100,,,2|1743|201128000000016538|O9_HUB05|863|28112020175716|MMK100||
4890,28-nov-2020 17:57:17,2,1743,O9_HUB05,201128000000016539,863,MMK,100,,,2|1743|201128000000016539|O9_HUB05|863|28112020175717|MMK100||
4895,28-nov-2020 17:57:25,2,1743,O9_HUB05,201128000000016544,863,MMK,100,,,2|1743|201128000000016544|O9_HUB05|863|28112020175725|MMK100||
4897,28-nov-2020 17:57:26,2,1743,O9_HUB05,201128000000016546,863,MMK,100,,,2|1743|201128000000016546|O9_HUB05|863|28112020175726|MMK100||
4903,28-nov-2020 17:57:29,2,1743,O9_HUB05,201128000000016552,863,MMK,100,,,2|1743|201128000000016552|O9_HUB05|863|28112020175729|MMK100||
4907,28-nov-2020 17:57:33,2,1743,O9_HUB05,201128000000016556,863,MMK,100,,,2|1743|201128000000016556|O9_HUB05|863|28112020175733|MMK100||
4911,28-nov-2020 17:57:36,2,1743,O9_HUB05,201128000000016560,863,MMK,100,,,2|1743|201128000000016560|O9_HUB05|863|28112020175736|MMK100||
4913,28-nov-2020 17:57:37,2,1743,O9_HUB05,201128000000016562,863,MMK,100,,,2|1743|201128000000016562|O9_HUB05|863|28112020175737|MMK100||
4914,28-nov-2020 17:57:38,2,1743,O9_HUB05,201128000000016563,863,MMK,100,,,2|1743|201128000000016563|O9_HUB05|863|28112020175738|MMK100||
4915,28-nov-2020 17:57:39,2,1743,O9_HUB05,201128000000016564,863,MMK,100,,,2|1743|201128000000016564|O9_HUB05|863|28112020175739|MMK100||
4916,28-nov-2020 17:57:50,2,1743,O9_HUB05,201128000000016565,863,MMK,100,,,2|1743|201128000000016565|O9_HUB05|863|28112020175750|MMK100||
4918,28-nov-2020 17:57:51,2,1743,O9_HUB05,201128000000016567,863,MMK,100,,,2|1743|201128000000016567|O9_HUB05|863|28112020175751|MMK100||
4919,28-nov-2020 17:57:52,2,1743,O9_HUB05,201128000000016568,863,MMK,100,,,2|1743|201128000000016568|O9_HUB05|863|28112020175752|MMK100||
4921,28-nov-2020 17:57:55,2,1743,O9_HUB05,201128000000016570,863,MMK,100,,,2|1743|201128000000016570|O9_HUB05|863|28112020175755|MMK100||
4925,28-nov-2020 17:57:56,2,1743,O9_HUB05,201128000000016573,863,MMK,100,,,2|1743|201128000000016573|O9_HUB05|863|28112020175756|MMK100||
4929,28-nov-2020 17:57:56,2,1743,O9_HUB05,201128000000016577,863,MMK,100,,,2|1743|201128000000016577|O9_HUB05|863|28112020175756|MMK100||
4934,28-nov-2020 17:57:57,2,1743,O9_HUB05,201128000000016583,863,MMK,100,,,2|1743|201128000000016583|O9_HUB05|863|28112020175757|MMK100||
4935,28-nov-2020 17:58:03,2,1743,O9_HUB05,201128000000016584,863,MMK,100,,,2|1743|201128000000016584|O9_HUB05|863|28112020175803|MMK100||
4938,28-nov-2020 17:58:06,2,1743,O9_HUB05,201128000000016587,863,MMK,100,,,2|1743|201128000000016587|O9_HUB05|863|28112020175806|MMK100||
4939,28-nov-2020 17:58:07,2,1743,O9_HUB05,201128000000016588,863,MMK,100,,,2|1743|201128000000016588|O9_HUB05|863|28112020175807|MMK100||
4947,28-nov-2020 17:58:11,2,1743,O9_HUB05,201128000000016596,863,MMK,100,,,2|1743|201128000000016596|O9_HUB05|863|28112020175811|MMK100||
4949,28-nov-2020 17:58:11,2,1743,O9_HUB05,201128000000016598,863,MMK,100,,,2|1743|201128000000016598|O9_HUB05|863|28112020175811|MMK100||
4953,28-nov-2020 17:58:15,2,1743,O9_HUB05,201128000000016602,863,MMK,100,,,2|1743|201128000000016602|O9_HUB05|863|28112020175815|MMK100||
4951,28-nov-2020 17:58:15,2,1743,O9_HUB05,201128000000016600,863,MMK,100,,,2|1743|201128000000016600|O9_HUB05|863|28112020175815|MMK100||
4954,28-nov-2020 17:58:23,2,1743,O9_HUB05,201128000000016603,863,MMK,100,,,2|1743|201128000000016603|O9_HUB05|863|28112020175823|MMK100||
4957,28-nov-2020 17:58:36,2,1743,O9_HUB05,201128000000016606,863,MMK,100,,,2|1743|201128000000016606|O9_HUB05|863|28112020175836|MMK100||
4958,28-nov-2020 17:58:38,2,1743,O9_HUB05,201128000000016607,863,MMK,100,,,2|1743|201128000000016607|O9_HUB05|863|28112020175838|MMK100||
4959,28-nov-2020 17:58:40,2,1743,O9_HUB05,201128000000016608,863,MMK,100,,,2|1743|201128000000016608|O9_HUB05|863|28112020175840|MMK100||
4961,28-nov-2020 17:58:41,2,1743,O9_HUB05,201128000000016610,863,MMK,100,,,2|1743|201128000000016610|O9_HUB05|863|28112020175841|MMK100||
4965,28-nov-2020 17:58:46,2,1743,O9_HUB05,201128000000016614,863,MMK,100,,,2|1743|201128000000016614|O9_HUB05|863|28112020175846|MMK100||
4967,28-nov-2020 17:58:48,2,1743,O9_HUB05,201128000000016616,863,MMK,100,,,2|1743|201128000000016616|O9_HUB05|863|28112020175848|MMK100||
4966,28-nov-2020 17:58:48,2,1743,O9_HUB05,201128000000016615,863,MMK,100,,,2|1743|201128000000016615|O9_HUB05|863|28112020175848|MMK100||
4969,28-nov-2020 17:58:49,2,1743,O9_HUB05,201128000000016618,863,MMK,100,,,2|1743|201128000000016618|O9_HUB05|863|28112020175849|MMK100||
4971,28-nov-2020 17:58:52,2,1743,O9_HUB05,201128000000016620,863,MMK,100,,,2|1743|201128000000016620|O9_HUB05|863|28112020175852|MMK100||
4976,28-nov-2020 17:58:57,2,1743,O9_HUB05,201128000000016626,863,MMK,100,,,2|1743|201128000000016626|O9_HUB05|863|28112020175857|MMK100||
4975,28-nov-2020 17:58:57,2,1743,O9_HUB05,201128000000016624,863,MMK,100,,,2|1743|201128000000016624|O9_HUB05|863|28112020175857|MMK100||
4983,28-nov-2020 17:58:58,2,1743,O9_HUB05,201128000000016632,863,MMK,100,,,2|1743|201128000000016632|O9_HUB05|863|28112020175858|MMK100||
4985,28-nov-2020 17:59:03,2,1743,O9_HUB05,201128000000016634,863,MMK,100,,,2|1743|201128000000016634|O9_HUB05|863|28112020175903|MMK100||
4986,28-nov-2020 17:59:04,2,1743,O9_HUB05,201128000000016635,863,MMK,100,,,2|1743|201128000000016635|O9_HUB05|863|28112020175904|MMK100||
4991,28-nov-2020 17:59:06,2,1743,O9_HUB05,201128000000016640,863,MMK,100,,,2|1743|201128000000016640|O9_HUB05|863|28112020175906|MMK100||
4994,28-nov-2020 17:59:09,2,1743,O9_HUB05,201128000000016643,863,MMK,100,,,2|1743|201128000000016643|O9_HUB05|863|28112020175909|MMK100||
4995,28-nov-2020 17:59:14,2,1743,O9_HUB05,201128000000016644,863,MMK,100,,,2|1743|201128000000016644|O9_HUB05|863|28112020175914|MMK100||
4996,28-nov-2020 17:59:18,2,1743,O9_HUB05,201128000000016645,863,MMK,100,,,2|1743|201128000000016645|O9_HUB05|863|28112020175918|MMK100||
4997,28-nov-2020 17:59:19,2,1743,O9_HUB05,201128000000016646,863,MMK,100,,,2|1743|201128000000016646|O9_HUB05|863|28112020175919|MMK100||
5002,28-nov-2020 17:59:20,2,1743,O9_HUB05,201128000000016651,863,MMK,100,,,2|1743|201128000000016651|O9_HUB05|863|28112020175920|MMK100||
5000,28-nov-2020 17:59:20,2,1743,O9_HUB05,201128000000016649,863,MMK,100,,,2|1743|201128000000016649|O9_HUB05|863|28112020175920|MMK100||
5006,28-nov-2020 17:59:22,2,1743,O9_HUB05,201128000000016655,863,MMK,100,,,2|1743|201128000000016655|O9_HUB05|863|28112020175922|MMK100||
5011,28-nov-2020 17:59:35,2,1743,O9_HUB05,201128000000016660,863,MMK,100,,,2|1743|201128000000016660|O9_HUB05|863|28112020175935|MMK100||
5022,28-nov-2020 17:59:35,2,1743,O9_HUB05,201128000000016671,863,MMK,100,,,2|1743|201128000000016671|O9_HUB05|863|28112020175935|MMK100||
5025,28-nov-2020 17:59:36,2,1743,O9_HUB05,201128000000016675,863,MMK,100,,,2|1743|201128000000016675|O9_HUB05|863|28112020175936|MMK100||
5028,28-nov-2020 17:59:40,2,1743,O9_HUB05,201128000000016677,863,MMK,100,,,2|1743|201128000000016677|O9_HUB05|863|28112020175940|MMK100||
5031,28-nov-2020 17:59:45,2,1743,O9_HUB05,201128000000016680,863,MMK,100,,,2|1743|201128000000016680|O9_HUB05|863|28112020175945|MMK100||
5036,28-nov-2020 17:59:46,2,1743,O9_HUB05,201128000000016685,863,MMK,100,,,2|1743|201128000000016685|O9_HUB05|863|28112020175946|MMK100||
5043,28-nov-2020 17:59:57,2,1743,O9_HUB05,201128000000016692,863,MMK,100,,,2|1743|201128000000016692|O9_HUB05|863|28112020175957|MMK100||
5041,28-nov-2020 17:59:57,2,1743,O9_HUB05,201128000000016690,863,MMK,100,,,2|1743|201128000000016690|O9_HUB05|863|28112020175957|MMK100||
5046,28-nov-2020 17:59:58,2,1743,O9_HUB05,201128000000016695,863,MMK,100,,,2|1743|201128000000016695|O9_HUB05|863|28112020175958|MMK100||
5049,28-nov-2020 18:00:03,2,1743,O9_HUB05,201128000000016698,863,MMK,100,,,2|1743|201128000000016698|O9_HUB05|863|28112020180003|MMK100||
5054,28-nov-2020 18:00:13,2,1743,O9_HUB05,201128000000016703,863,MMK,100,,,2|1743|201128000000016703|O9_HUB05|863|28112020180013|MMK100||
5057,28-nov-2020 18:00:17,2,1743,O9_HUB05,201128000000016706,863,MMK,100,,,2|1743|201128000000016706|O9_HUB05|863|28112020180017|MMK100||
5061,28-nov-2020 18:00:17,2,1743,O9_HUB05,201128000000016710,863,MMK,100,,,2|1743|201128000000016710|O9_HUB05|863|28112020180017|MMK100||
5059,28-nov-2020 18:00:17,2,1743,O9_HUB05,201128000000016708,863,MMK,100,,,2|1743|201128000000016708|O9_HUB05|863|28112020180017|MMK100||
5066,28-nov-2020 18:00:31,2,1743,O9_HUB05,201128000000016715,863,MMK,100,,,2|1743|201128000000016715|O9_HUB05|863|28112020180031|MMK100||
5071,28-nov-2020 18:00:38,2,1743,O9_HUB05,201128000000016720,863,MMK,100,,,2|1743|201128000000016720|O9_HUB05|863|28112020180038|MMK100||
5079,28-nov-2020 18:00:46,2,1743,O9_HUB05,201128000000016728,863,MMK,100,,,2|1743|201128000000016728|O9_HUB05|863|28112020180046|MMK100||
5086,28-nov-2020 18:00:48,2,1743,O9_HUB05,201128000000016735,863,MMK,100,,,2|1743|201128000000016735|O9_HUB05|863|28112020180048|MMK100||
5087,28-nov-2020 18:01:08,2,1743,O9_HUB05,201128000000016736,863,MMK,100,,,2|1743|201128000000016736|O9_HUB05|863|28112020180108|MMK100||
5090,28-nov-2020 18:01:10,2,1743,O9_HUB05,201128000000016739,863,MMK,100,,,2|1743|201128000000016739|O9_HUB05|863|28112020180110|MMK100||
5091,28-nov-2020 18:01:14,2,1743,O9_HUB05,201128000000016740,863,MMK,100,,,2|1743|201128000000016740|O9_HUB05|863|28112020180114|MMK100||
5092,28-nov-2020 18:01:18,2,1743,O9_HUB05,201128000000016741,863,MMK,100,,,2|1743|201128000000016741|O9_HUB05|863|28112020180118|MMK100||
5097,28-nov-2020 18:01:34,2,1743,O9_HUB05,201128000000016746,863,MMK,100,,,2|1743|201128000000016746|O9_HUB05|863|28112020180134|MMK100||
5095,28-nov-2020 18:01:34,2,1743,O9_HUB05,201128000000016744,863,MMK,100,,,2|1743|201128000000016744|O9_HUB05|863|28112020180134|MMK100||
5100,28-nov-2020 18:01:45,2,1743,O9_HUB05,201128000000016749,863,MMK,100,,,2|1743|201128000000016749|O9_HUB05|863|28112020180145|MMK100||
5102,28-nov-2020 18:01:48,2,1743,O9_HUB05,201128000000016751,863,MMK,100,,,2|1743|201128000000016751|O9_HUB05|863|28112020180148|MMK100||
5103,28-nov-2020 18:01:57,2,1743,O9_HUB05,201128000000016752,863,MMK,100,,,2|1743|201128000000016752|O9_HUB05|863|28112020180157|MMK100||
5104,28-nov-2020 18:01:58,2,1743,O9_HUB05,201128000000016753,863,MMK,100,,,2|1743|201128000000016753|O9_HUB05|863|28112020180158|MMK100||
5105,28-nov-2020 18:02:21,2,1743,O9_HUB05,201128000000016754,863,MMK,100,,,2|1743|201128000000016754|O9_HUB05|863|28112020180221|MMK100||
5107,28-nov-2020 18:02:23,2,1743,O9_HUB05,201128000000016756,863,MMK,100,,,2|1743|201128000000016756|O9_HUB05|863|28112020180223|MMK100||
5109,28-nov-2020 18:02:31,2,1743,O9_HUB05,201128000000016758,863,MMK,100,,,2|1743|201128000000016758|O9_HUB05|863|28112020180231|MMK100||
5113,28-nov-2020 18:02:32,2,1743,O9_HUB05,201128000000016762,863,MMK,100,,,2|1743|201128000000016762|O9_HUB05|863|28112020180232|MMK100||
5114,28-nov-2020 18:02:34,2,1743,O9_HUB05,201128000000016763,863,MMK,100,,,2|1743|201128000000016763|O9_HUB05|863|28112020180234|MMK100||
5116,28-nov-2020 18:02:39,2,1743,O9_HUB05,201128000000016765,863,MMK,100,,,2|1743|201128000000016765|O9_HUB05|863|28112020180239|MMK100||
5121,28-nov-2020 18:02:41,2,1743,O9_HUB05,201128000000016770,863,MMK,100,,,2|1743|201128000000016770|O9_HUB05|863|28112020180241|MMK100||
5120,28-nov-2020 18:02:41,2,1743,O9_HUB05,201128000000016769,863,MMK,100,,,2|1743|201128000000016769|O9_HUB05|863|28112020180241|MMK100||
5126,28-nov-2020 18:02:53,2,1743,O9_HUB05,201128000000016775,863,MMK,100,,,2|1743|201128000000016775|O9_HUB05|863|28112020180253|MMK100||
5127,28-nov-2020 18:02:53,2,1743,O9_HUB05,201128000000016776,863,MMK,100,,,2|1743|201128000000016776|O9_HUB05|863|28112020180253|MMK100||
5131,28-nov-2020 18:03:13,2,1743,O9_HUB05,201128000000016780,863,MMK,100,,,2|1743|201128000000016780|O9_HUB05|863|28112020180313|MMK100||
5133,28-nov-2020 18:03:20,2,1743,O9_HUB05,201128000000016782,863,MMK,100,,,2|1743|201128000000016782|O9_HUB05|863|28112020180320|MMK100||
5134,28-nov-2020 18:03:24,2,1743,O9_HUB05,201128000000016783,863,MMK,100,,,2|1743|201128000000016783|O9_HUB05|863|28112020180324|MMK100||
5135,28-nov-2020 18:03:35,2,1743,O9_HUB05,201128000000016784,863,MMK,100,,,2|1743|201128000000016784|O9_HUB05|863|28112020180335|MMK100||
5136,28-nov-2020 18:04:00,2,1743,O9_HUB05,201128000000016785,863,MMK,100,,,2|1743|201128000000016785|O9_HUB05|863|28112020180400|MMK100||
5138,28-nov-2020 18:04:01,2,1743,O9_HUB05,201128000000016787,863,MMK,100,,,2|1743|201128000000016787|O9_HUB05|863|28112020180401|MMK100||
5141,28-nov-2020 18:04:44,2,1743,O9_HUB05,201128000000016790,863,MMK,100,,,2|1743|201128000000016790|O9_HUB05|863|28112020180444|MMK100||
5140,28-nov-2020 18:04:44,2,1743,O9_HUB05,201128000000016789,863,MMK,100,,,2|1743|201128000000016789|O9_HUB05|863|28112020180444|MMK100||
5143,28-nov-2020 18:04:50,2,1743,O9_HUB05,201128000000016792,863,MMK,100,,,2|1743|201128000000016792|O9_HUB05|863|28112020180450|MMK100||
5145,28-nov-2020 18:04:51,2,1743,O9_HUB05,201128000000016794,863,MMK,100,,,2|1743|201128000000016794|O9_HUB05|863|28112020180451|MMK100||
5147,28-nov-2020 18:04:52,2,1743,O9_HUB05,201128000000016796,863,MMK,100,,,2|1743|201128000000016796|O9_HUB05|863|28112020180452|MMK100||
5151,28-nov-2020 18:05:39,2,1743,O9_HUB05,201128000000016800,863,MMK,100,,,2|1743|201128000000016800|O9_HUB05|863|28112020180539|MMK100||
5152,28-nov-2020 18:06:09,2,1743,O9_HUB05,201128000000016801,863,MMK,100,,,2|1743|201128000000016801|O9_HUB05|863|28112020180609|MMK100||
5153,28-nov-2020 18:06:11,2,1743,O9_HUB05,201128000000016802,863,MMK,100,,,2|1743|201128000000016802|O9_HUB05|863|28112020180611|MMK100||
5154,28-nov-2020 18:06:21,2,1743,O9_HUB05,201128000000016803,863,MMK,100,,,2|1743|201128000000016803|O9_HUB05|863|28112020180621|MMK100||
5155,28-nov-2020 18:06:24,2,1743,O9_HUB05,201128000000016804,863,MMK,100,,,2|1743|201128000000016804|O9_HUB05|863|28112020180624|MMK100||
5158,28-nov-2020 18:06:42,2,1743,O9_HUB05,201128000000016807,863,MMK,100,,,2|1743|201128000000016807|O9_HUB05|863|28112020180642|MMK100||
5160,28-nov-2020 18:06:48,2,1743,O9_HUB05,201128000000016809,863,MMK,100,,,2|1743|201128000000016809|O9_HUB05|863|28112020180648|MMK100||
5165,28-nov-2020 18:06:50,2,1743,O9_HUB05,201128000000016814,863,MMK,100,,,2|1743|201128000000016814|O9_HUB05|863|28112020180650|MMK100||
5170,28-nov-2020 18:06:56,2,1743,O9_HUB05,201128000000016819,863,MMK,100,,,2|1743|201128000000016819|O9_HUB05|863|28112020180656|MMK100||
5172,28-nov-2020 18:06:57,2,1743,O9_HUB05,201128000000016821,863,MMK,100,,,2|1743|201128000000016821|O9_HUB05|863|28112020180657|MMK100||
5174,28-nov-2020 18:07:06,2,1743,O9_HUB05,201128000000016823,863,MMK,100,,,2|1743|201128000000016823|O9_HUB05|863|28112020180706|MMK100||
5181,28-nov-2020 18:07:08,2,1743,O9_HUB05,201128000000016830,863,MMK,100,,,2|1743|201128000000016830|O9_HUB05|863|28112020180708|MMK100||
5186,28-nov-2020 18:07:22,2,1743,O9_HUB05,201128000000016835,863,MMK,100,,,2|1743|201128000000016835|O9_HUB05|863|28112020180722|MMK100||
5189,28-nov-2020 18:07:23,2,1743,O9_HUB05,201128000000016838,863,MMK,100,,,2|1743|201128000000016838|O9_HUB05|863|28112020180723|MMK100||
5191,28-nov-2020 18:07:24,2,1743,O9_HUB05,201128000000016839,863,MMK,100,,,2|1743|201128000000016839|O9_HUB05|863|28112020180724|MMK100||
5200,28-nov-2020 18:07:30,2,1743,O9_HUB05,201128000000016849,863,MMK,100,,,2|1743|201128000000016849|O9_HUB05|863|28112020180730|MMK100||
5202,28-nov-2020 18:07:39,2,1743,O9_HUB05,201128000000016851,863,MMK,100,,,2|1743|201128000000016851|O9_HUB05|863|28112020180739|MMK100||
5203,28-nov-2020 18:07:41,2,1743,O9_HUB05,201128000000016852,863,MMK,100,,,2|1743|201128000000016852|O9_HUB05|863|28112020180741|MMK100||
5214,28-nov-2020 18:07:43,2,1743,O9_HUB05,201128000000016863,863,MMK,100,,,2|1743|201128000000016863|O9_HUB05|863|28112020180743|MMK100||
5217,28-nov-2020 18:07:44,2,1743,O9_HUB05,201128000000016866,863,MMK,100,,,2|1743|201128000000016866|O9_HUB05|863|28112020180744|MMK100||
5218,28-nov-2020 18:07:45,2,1743,O9_HUB05,201128000000016867,863,MMK,100,,,2|1743|201128000000016867|O9_HUB05|863|28112020180745|MMK100||
5219,28-nov-2020 18:07:52,2,1743,O9_HUB05,201128000000016868,863,MMK,100,,,2|1743|201128000000016868|O9_HUB05|863|28112020180752|MMK100||
5220,28-nov-2020 18:07:53,2,1743,O9_HUB05,201128000000016869,863,MMK,100,,,2|1743|201128000000016869|O9_HUB05|863|28112020180753|MMK100||
5225,28-nov-2020 18:07:54,2,1743,O9_HUB05,201128000000016874,863,MMK,100,,,2|1743|201128000000016874|O9_HUB05|863|28112020180754|MMK100||
5229,28-nov-2020 18:08:04,2,1743,O9_HUB05,201128000000016878,863,MMK,100,,,2|1743|201128000000016878|O9_HUB05|863|28112020180804|MMK100||
5234,28-nov-2020 18:08:13,2,1743,O9_HUB05,201128000000016883,863,MMK,100,,,2|1743|201128000000016883|O9_HUB05|863|28112020180813|MMK100||
5238,28-nov-2020 18:08:13,2,1743,O9_HUB05,201128000000016887,863,MMK,100,,,2|1743|201128000000016887|O9_HUB05|863|28112020180813|MMK100||
5240,28-nov-2020 18:08:15,2,1743,O9_HUB05,201128000000016889,863,MMK,100,,,2|1743|201128000000016889|O9_HUB05|863|28112020180815|MMK100||
5241,28-nov-2020 18:08:17,2,1743,O9_HUB05,201128000000016890,863,MMK,100,,,2|1743|201128000000016890|O9_HUB05|863|28112020180817|MMK100||
5242,28-nov-2020 18:08:20,2,1743,O9_HUB05,201128000000016891,863,MMK,100,,,2|1743|201128000000016891|O9_HUB05|863|28112020180820|MMK100||
5244,28-nov-2020 18:08:22,2,1743,O9_HUB05,201128000000016893,863,MMK,100,,,2|1743|201128000000016893|O9_HUB05|863|28112020180822|MMK100||
5249,28-nov-2020 18:08:24,2,1743,O9_HUB05,201128000000016898,863,MMK,100,,,2|1743|201128000000016898|O9_HUB05|863|28112020180824|MMK100||
5248,28-nov-2020 18:08:24,2,1743,O9_HUB05,201128000000016896,863,MMK,100,,,2|1743|201128000000016896|O9_HUB05|863|28112020180824|MMK100||
5253,28-nov-2020 18:08:25,2,1743,O9_HUB05,201128000000016901,863,MMK,100,,,2|1743|201128000000016901|O9_HUB05|863|28112020180825|MMK100||
5254,28-nov-2020 18:08:26,2,1743,O9_HUB05,201128000000016903,863,MMK,100,,,2|1743|201128000000016903|O9_HUB05|863|28112020180826|MMK100||
5257,28-nov-2020 18:08:31,2,1743,O9_HUB05,201128000000016906,863,MMK,100,,,2|1743|201128000000016906|O9_HUB05|863|28112020180831|MMK100||
5258,28-nov-2020 18:08:34,2,1743,O9_HUB05,201128000000016907,863,MMK,100,,,2|1743|201128000000016907|O9_HUB05|863|28112020180834|MMK100||
5262,28-nov-2020 18:08:38,2,1743,O9_HUB05,201128000000016911,863,MMK,100,,,2|1743|201128000000016911|O9_HUB05|863|28112020180838|MMK100||
5261,28-nov-2020 18:08:38,2,1743,O9_HUB05,201128000000016910,863,MMK,100,,,2|1743|201128000000016910|O9_HUB05|863|28112020180838|MMK100||
5264,28-nov-2020 18:08:47,2,1743,O9_HUB05,201128000000016913,863,MMK,100,,,2|1743|201128000000016913|O9_HUB05|863|28112020180847|MMK100||
5266,28-nov-2020 18:08:48,2,1743,O9_HUB05,201128000000016915,863,MMK,100,,,2|1743|201128000000016915|O9_HUB05|863|28112020180848|MMK100||
5267,28-nov-2020 18:08:49,2,1743,O9_HUB05,201128000000016916,863,MMK,100,,,2|1743|201128000000016916|O9_HUB05|863|28112020180849|MMK100||
5273,28-nov-2020 18:08:50,2,1743,O9_HUB05,201128000000016922,863,MMK,100,,,2|1743|201128000000016922|O9_HUB05|863|28112020180850|MMK100||
5277,28-nov-2020 18:08:51,2,1743,O9_HUB05,201128000000016926,863,MMK,100,,,2|1743|201128000000016926|O9_HUB05|863|28112020180851|MMK100||
5280,28-nov-2020 18:08:59,2,1743,O9_HUB05,201128000000016929,863,MMK,100,,,2|1743|201128000000016929|O9_HUB05|863|28112020180859|MMK100||
5279,28-nov-2020 18:08:59,2,1743,O9_HUB05,201128000000016928,863,MMK,100,,,2|1743|201128000000016928|O9_HUB05|863|28112020180859|MMK100||
5284,28-nov-2020 18:09:01,2,1743,O9_HUB05,201128000000016933,863,MMK,100,,,2|1743|201128000000016933|O9_HUB05|863|28112020180901|MMK100||
5286,28-nov-2020 18:09:02,2,1743,O9_HUB05,201128000000016935,863,MMK,100,,,2|1743|201128000000016935|O9_HUB05|863|28112020180902|MMK100||
5287,28-nov-2020 18:09:03,2,1743,O9_HUB05,201128000000016936,863,MMK,100,,,2|1743|201128000000016936|O9_HUB05|863|28112020180903|MMK100||
5293,28-nov-2020 18:09:05,2,1743,O9_HUB05,201128000000016942,863,MMK,100,,,2|1743|201128000000016942|O9_HUB05|863|28112020180905|MMK100||
5290,28-nov-2020 18:09:05,2,1743,O9_HUB05,201128000000016939,863,MMK,100,,,2|1743|201128000000016939|O9_HUB05|863|28112020180905|MMK100||
5297,28-nov-2020 18:09:08,2,1743,O9_HUB05,201128000000016947,863,MMK,100,,,2|1743|201128000000016947|O9_HUB05|863|28112020180908|MMK100||
5302,28-nov-2020 18:09:25,2,1743,O9_HUB05,201128000000016950,863,MMK,100,,,2|1743|201128000000016950|O9_HUB05|863|28112020180925|MMK100||
