Trace,Date and Time,Trx Branch Code,Teller ID,Trx Code,Trx Reference Number,Company CMS Code,Destination Cyc,Amount,Customer Code,Invoice/Bill Number,Statement Ref No
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000895,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000895|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000901,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000901|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000899,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000899|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000902,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000902|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000904,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000904|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000900,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000900|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111729,2020-09-18 11:17:29.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000897,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000897|O9_HUB04|863|18092020111729|MMK700|01/01/02|YC-181243
200918111728,2020-09-18 11:17:28.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000892,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000892|O9_HUB04|863|18092020111728|MMK700|01/01/02|YC-181243
200918111728,2020-09-18 11:17:28.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000893,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000893|O9_HUB04|863|18092020111728|MMK700|01/01/02|YC-181243
200918111728,2020-09-18 11:17:28.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000891,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000891|O9_HUB04|863|18092020111728|MMK700|01/01/02|YC-181243
200918111727,2020-09-18 11:17:27.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000890,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000890|O9_HUB04|863|18092020111727|MMK700|01/01/02|YC-181243
200918111155,2020-09-18 11:11:55.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000885,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000885|O9_HUB04|863|18092020111155|MMK700|01/01/02|YC-181243
200918111153,2020-09-18 11:11:53.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000884,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000884|O9_HUB04|863|18092020111153|MMK700|01/01/02|YC-181243
200918111150,2020-09-18 11:11:50.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000883,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000883|O9_HUB04|863|18092020111150|MMK700|01/01/02|YC-181243
200918105821,2020-09-18 10:58:21.0,1,thanhdat@gmailc.om,O9_HUB04,200918000000000882,863,MMK,700,01/01/02,YC-181243,1|thanhdat@gmailc.om|200918000000000882|O9_HUB04|863|18092020105821|MMK700|01/01/02|YC-181243
